# NICOPP Global Ocean Sediment Nitrogen Isotope Database
#----------------------------------------------------------------------- 
#               World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite original reference when using these data, 
# plus the Online Resource and date accessed.
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14114
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean/nicopp/nicopp-coretop-data.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#--------------------
# Contribution_Date
#	Date: 2013-03-12 
#--------------------
# Title
#	Study_Name: NICOPP Global Ocean Sediment Nitrogen Isotope Database
#--------------------
# Investigators
#	Investigators: Tesdal, J.-E.; Galbraith, E.D.; Kienast, M.
#--------------------
# Description_and_Notes
# 
# Nitrogen Cycle in the Ocean, Past and Present (NICOPP) database of global ocean marine sedimentary d15N measurements, 
# from both seafloor samples and subseafloor records.
#
# NICOPP is a joint working group of PAGES and IMAGES. NICOPP studies Nitrogen isotope (d15N) dynamics as recorded in 
# the sedimentary record in order to learn about the dynamics of the marine nutrient cycle in the Quaternary and the present. 
# For the seafloor compilation, d15N is given as point measurements along with the corresponding latitude and longitude. 
# Currently, it contains data from about 2,300 samples. The subseafloor compilation includes almost all bulk marine 
# sedimentary d15N records published in the literature. Along with the d15N measurements, we included the corresponding 
# sediment depth, a published age model (if available), nitrogen content (N%), total organic carbon content (Corg%), 
# and dry bulk density. There are currently about 140 d15N records included in the database. The timespans of the given 
# records range from a few hundred years to four million years.
#
# More information on NICOPP: http://www.pages-igbp.org/index.php/workinggroups/nicopp
#
#--------------------
# Publication
#	Authors: J.-E. Tesdal, E.D. Galbraith, and M. Kienast
#       Published_Date_or_YEAR: 2013-01-09
#	Published_Title: Nitrogen isotopes in bulk marine sediment: linking seafloor observations with subseafloor records
#	Journal_Name: Biogeosciences 
#	Volume: 10
#	Issue: 1
#	Pages: 101-118
#	DOI: 10.5194/bg-10-101-2013
#	Abstract: The stable isotopes of nitrogen offer a unique perspective on changes in the nitrogen cycle, past and present. However, the presence of multiple forms of nitrogen in marine sediments can complicate the interpretation of bulk nitrogen isotope measurements. Although the large-scale global patterns of seafloor d15N have been shown to match process-based expectations, small-scale heterogeneity on the seafloor, or alterations of isotopic signals during translation into the subseafloor record, could obscure the primary signals. Here, a public database of nitrogen isotope measurements is described, including both seafloor and subseafloor sediment samples ranging in age from modern to the Pliocene, and used to assess these uncertainties. In general, good agreement is observed between neighbouring seafloor sites within a 100 km radius, with 85% showing differences of < 1 per mil. There is also a good correlation between the d15N of the shallowest (< 5 ka) subseafloor sediments and neighbouring seafloor sites within a 100 km radius (R2 = 0.83), which suggests a reliable translation of sediments into the buried sediment record. Meanwhile, gradual d15N decreases over multiple glacial-interglacial cycles appear to reflect post-depositional alteration in records from the deep sea (below 2000 m). We suggest a simple conceptual model to explain these 100-kyr-timescale changes in well-oxygenated, slowly accumulating sediments, which calls on differential loss rates for pools of organic N with different d15N. We conclude that bulk sedimentary nitrogen isotope records are reliable monitors of past changes in the marine nitrogen cycle at most locations, and could be further improved with a better understanding of systematic post-depositional alteration. Furthermore, geochemical or environmental criteria should be developed in order to effectively identify problematic locations and to account for confounding influences where possible.
#
#---------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant:  
#-------------------- 
# Site_Information 
#       Site_Name:  
#	Location:      
#	Country:  
#	Northernmost_Latitude:  
# 	Southernmost_Latitude:  
# 	Easternmost_Longitude:  
# 	Westernmost_Longitude:   
# 	Elevation:   m 
#------------------   
# Data_Collection  
#	Core_Name:  
#	First_Year:   
#	Last_Year:  
#	Time_Unit:   
#	Core_Length:    
#	Notes: 
#------------------
# Chronology 
#
# 
# 
#------------------
# Variables
# 
# End Description/Documentation (lines begin with #)
# Data lines follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: material, error, units, anomaly, period, archive, detail, method, C or N for Character or Numeric data) 
# Data line format: tab-delimited text, variable short name as header
# 
## core_id	Core ID, , , , , , , , C
## water_depth_m	Water Depth, , , m, , , , , N
## lon 	Longitude, , , deg, , , , , N
## lat 	Latitude, , , deg, , , , , N
## d15N	delta N15, , , permil, , , , , N
## ocean	Ocean, , , , , , , , C
## reference	Author/Reference, , , , , , , , C
## tag	Acidified Tag, , , , , , , , C
#
#------------------
# Data:
# Missing_Values: NA
core_id		water_depth_m	lon	lat	d15N	ocean	reference	tag
M77/1_396-1		296	288.14300	-17.43400	9.930	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_398-1		496	288.12700	-17.46700	8.610	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_403-4		297	288.14300	-17.43400	9.170	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_407-1		789	288.06700	-17.57300	8.310	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_409-1		918	288.02900	-17.64000	8.190	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_411-1		2168	287.92600	-17.78500	8.540	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_420-1		523	284.42000	-15.19000	7.360	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_440-1		931	281.50000	-11.00000	4.640	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_450-1		319	281.83300	-11.00000	6.280	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_457-1		468	281.67900	-11.00000	7.270	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_458-1		700	281.57300	-11.00100	5.010	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_460-1		1242	281.41500	-11.00000	4.720	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_469-1		145	282.05700	-11.00000	6.020	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_488-1		581	281.61400	-11.00000	6.180	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_519-1		412	281.72800	-11.00000	6.630	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_520-1		195	281.96900	-11.00000	6.230	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_543-1		77	282.21000	-11.00000	4.820	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_554-1		521	281.08800	-10.44000	6.830	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_574-1		304	281.90800	-11.16700	6.680	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_581-1		351	281.86500	-11.18700	6.350	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_582-1		298	281.91800	-11.16200	6.090	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_589-1		494	281.75600	-11.23800	6.230	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_590-1		549	281.72600	-11.25200	5.760	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_602-1		618	281.69400	-11.26800	5.650	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_604-1		878	281.62600	-11.30000	4.820	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_608-1		584	282.49200	-12.54200	5.020	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_620-1		151	282.68000	-12.31000	7.230	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/1_623-1		1086	282.42400	-12.63600	5.820	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_002-5		290	284.26700	-15.07900	9.410	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_005-5		214	282.33200	-12.09400	6.670	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_022-2		1923	281.22700	-10.88700	5.040	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_024-3		208	281.98500	-11.08400	6.110	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_026-3		424	281.52600	-10.75200	6.590	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_028-1		1105	280.09300	-9.29500	4.450	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_029-5		437	280.38200	-9.29500	4.530	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_031-2		114	280.55200	-9.05000	5.270	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_045-3		359	279.65800	-8.00000	5.140	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_047-3		625	279.47700	-7.86700	4.500	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_050-1		1013	279.49800	-8.01700	4.210	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_052-3		1252	278.55000	-5.48400	4.260	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_053-1		2607	278.43300	-5.48200	3.970	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_054-2		297	278.69400	-5.48400	4.460	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_056-1		350	278.87800	-3.75000	4.780	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_059-2		995	278.68100	-3.94900	4.270	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_060-1		701	278.74200	-3.85200	4.400	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_062-2		1678	278.75500	-2.50000	4.520	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_064-1		529	278.80400	-1.89200	4.810	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_065-2		206	278.88000	-1.95000	4.620	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_067-2		2075	277.37600	-1.75200	4.740	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_069-2		339	279.05200	-3.26700	4.610	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_070-2		59	279.35300	-3.11700	5.240	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_071-1		100	279.15500	-2.81600	4.660	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_072-2		425	278.99100	-2.81700	4.590	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_075-2		1314	279.34300	0.21700	4.780	Eastern Pacific	Mollier-Vogel et al. (2012)	
M77/2_076-2		290	279.44300	0.09100	4.840	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_1_BC1		235	281.48000	-10.38000	7.870	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_2_BC2		255	281.95000	-11.01000	7.300	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_2_GC2		255	281.95000	-11.01000	7.120	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_4_SC3		254	284.30000	-15.10000	10.300	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_6_BC7		250	284.16000	-15.00000	9.880	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_6_PC4		510	284.42000	-15.19000	7.100	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_9_PC6		250	284.16000	-15.00000	9.120	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW08708_TTE2_BC9		110	284.39000	-14.94000	11.020	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW8506-37		885	279.91700	-8.78300	4.750	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW8506-38		1215	280.13500	-9.33500	5.110	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW87-09_1		725	288.34000	-17.83300	9.510	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW87-09_2		825	288.61200	-17.94500	10.270	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW87-09_3		1635	287.73000	-17.68000	9.640	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW87-09_4		2045	287.62000	-17.68000	9.780	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW87-09_5		1130	288.68000	-18.25000	9.540	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW87-09_6		2405	288.39000	-18.57000	11.030	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW87-09_7		2070	288.43000	-18.57000	9.840	Eastern Pacific	Mollier-Vogel et al. (2012)	
MW8709_FFC20		725	288.34000	-17.83300	9.070	Eastern Pacific	Mollier-Vogel et al. (2012)	
RR9702A-62MC3		2937	280.96000	-18.08500	12.590	Eastern Pacific	Mollier-Vogel et al. (2012)	
RR9702A-63TC		2901	280.96000	-18.09000	12.520	Eastern Pacific	Mollier-Vogel et al. (2012)	
RR9702A-64MC1		2930	281.89100	-17.03500	11.240	Eastern Pacific	Mollier-Vogel et al. (2012)	
RR9702A-65TC		2930	281.89000	-17.04000	11.680	Eastern Pacific	Mollier-Vogel et al. (2012)	
RR9702A-66MC1		2575	282.90200	-16.12700	10.180	Eastern Pacific	Mollier-Vogel et al. (2012)	
RR9702A-78TC		2244	283.02000	-16.13000	9.140	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-53		414	280.55800	-9.78300	8.980	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-57		192	279.81800	-7.92800	6.010	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-60		30	279.56800	-8.06200	5.450	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-61		838	279.56800	-8.06200	4.750	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-71PC		1933	277.49500	-3.68200	4.890	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-76		30	278.99800	-3.57800	5.560	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-77		366	278.95800	-3.58300	5.370	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-78		539	278.71300	-3.48300	5.340	Eastern Pacific	Mollier-Vogel et al. (2012)	
W7706-79		538	278.71300	-3.48300	5.760	Eastern Pacific	Mollier-Vogel et al. (2012)	
Y69-103P		1808	277.56700	-0.08300	6.420	Eastern Pacific	Mollier-Vogel et al. (2012)	
Y69-103P		1808	277.56700	-0.08300	6.400	Eastern Pacific	Mollier-Vogel et al. (2012)	
CM18		3665	138.28333	42.73330	6.800	Japan Sea	Nakanishi & Minagawa (2003)	acidified
St.02 MC		2625	152.53900	46.56217	4.255	NW Pacific	Nakatsuka (unpublished)	acidified
St.05 MC		787	145.05150	51.46450	6.590	NW Pacific	Nakatsuka (unpublished)	acidified
St.16 MC		3362	151.11333	47.20383	7.323	NW Pacific	Nakatsuka (unpublished)	acidified
St.19 MC		1613	149.69467	48.59617	5.992	NW Pacific	Nakatsuka (unpublished)	acidified
St.22 MC		490	145.67317	49.52300	6.822	NW Pacific	Nakatsuka (unpublished)	acidified
St.48 MC		282	141.95933	55.53317	6.778	NW Pacific	Nakatsuka (unpublished)	acidified
St.50 MC		184	140.84600	55.58800	6.877	NW Pacific	Nakatsuka (unpublished)	acidified
St.53 MC		141	139.86383	55.64967	7.167	NW Pacific	Nakatsuka (unpublished)	acidified
St.59 MC		108	138.90267	55.74733	6.687	NW Pacific	Nakatsuka (unpublished)	acidified
St.63 MC		134	141.00233	54.98917	6.226	NW Pacific	Nakatsuka (unpublished)	acidified
St.68 MC		117	141.99667	54.98800	6.426	NW Pacific	Nakatsuka (unpublished)	acidified
St.83 MC		641	146.03067	55.13567	4.865	NW Pacific	Nakatsuka (unpublished)	acidified
St.85 MC		1440	146.29317	52.35167	6.997	NW Pacific	Nakatsuka (unpublished)	acidified
XP98-MC1		1100	152.00000	51.00000	5.745	NW Pacific	Nakatsuka (unpublished)	acidified
XP98-MC2		1214	148.33333	50.40000	6.579	NW Pacific	Nakatsuka (unpublished)	acidified
XP98-MC3		1540	146.33333	53.75000	7.865	NW Pacific	Nakatsuka (unpublished)	acidified
XP98-MC4		664	146.11667	49.50000	6.644	NW Pacific	Nakatsuka (unpublished)	acidified
XP99-MC6		1637	146.99683	53.99733	6.847	NW Pacific	Nakatsuka (unpublished)	acidified
XP99-MC8		923	144.01683	55.50500	5.160	NW Pacific	Nakatsuka (unpublished)	acidified
			141.52000	3.32000	11.300		Ohkouchi (unpublished)	
			139.21000	39.32000	5.000		Ohkouchi (unpublished)	
			134.42000	37.40000	4.500		Ohkouchi (unpublished)	
			139.21000	35.00000	4.500		Ohkouchi (unpublished)	
			139.32000	35.05000	5.000		Ohkouchi (unpublished)	
MR0604 PC04B		1225	145.00000	44.53333	5.794	NW Pacific	Okazaki (unpublished)	acidified
MD 02-2520		719	264.70000	15.66900	6.843	Eastern Pacific	Pichevin et al. (2010)	
MD 02-2524		863	272.08617	12.00917	7.049	Eastern Pacific	Pichevin et al. (2010)	
AII 125-8 JPC-56		818	247.89570	27.46930	10.600	Eastern Pacific	Pride et al. (1999)	
01 MC4			273.81000	1.80317	8.932	Eastern Pacific	Robinson (unpublished)	
02 MC7			267.04200	4.23633	6.662	Eastern Pacific	Robinson (unpublished)	
03A MC1			254.57500	-0.04483	5.025	Eastern Pacific	Robinson (unpublished)	
04 MC6			247.38752	0.12317	5.880	Eastern Pacific	Robinson (unpublished)	
05 MC3			236.98183	0.07400	4.289	Eastern Pacific	Robinson (unpublished)	
06 MC2			229.10767	0.03700	6.103	Eastern Pacific	Robinson (unpublished)	
07 MC7			220.68550	0.00217	6.136	Eastern Pacific	Robinson (unpublished)	
08 MC1			212.20850	0.00700	7.692	Eastern Pacific	Robinson (unpublished)	
09 G3 S1			210.51099	15.11882	10.265	Eastern Pacific	Robinson (unpublished)	
10 G2 S1			216.64350	20.68350	8.662	Eastern Pacific	Robinson (unpublished)	
11 MC4			202.12817	30.35550	7.037	Eastern Pacific	Robinson (unpublished)	
ODP 1234		1015	286.31833	-36.21900	9.631	Eastern Pacific	Robinson et al. (2007)	
ODP 1242		1364	276.39300	7.85590	6.550	Eastern Pacific	Robinson et al. (2009)	
TR163-22		2830	267.60200	0.51500	5.900	Eastern Pacific	Robinson et al. (2009)	
ODP 1240		2921	273.53730	0.02180	6.109	Eastern Pacific	Robinson et al. (2009); Pichevin et al. (2009)	
PS2122		702	7.50717	80.37300	4.500	Arctic	Schubert and Calvert (2001)	
PS2159		4010	30.28333	83.95000	5.800	Arctic	Schubert and Calvert (2001)	
PS2163		3047	59.23333	86.24167	5.400	Arctic	Schubert and Calvert (2001)	
PS2165		1794	60.07167	86.44000	6.000	Arctic	Schubert and Calvert (2001)	
PS2170		4226	60.76667	87.59000	7.100	Arctic	Schubert and Calvert (2001)	
PS2174		4426	91.33833	87.48500	7.500	Arctic	Schubert and Calvert (2001)	
PS2177		1388	134.91833	88.03667	8.200	Arctic	Schubert and Calvert (2001)	
PS2178		4009	159.23333	88.00333	7.200	Arctic	Schubert and Calvert (2001)	
PS2181		3331	153.37500	87.59667	6.900	Arctic	Schubert and Calvert (2001)	
PS2182		2547	151.24000	87.57500	7.200	Arctic	Schubert and Calvert (2001)	
PS2186		1867	139.90667	88.51167	7.700	Arctic	Schubert and Calvert (2001)	
PS2190		4240	84.74500	89.98333	7.400	Arctic	Schubert and Calvert (2001)	
PS2192		4375	9.87833	88.26167	6.800	Arctic	Schubert and Calvert (2001)	
PS2200		1074	346.00000	85.32667	5.800	Arctic	Schubert and Calvert (2001)	
PS2210		3949	10.12500	83.04500	6.500	Arctic	Schubert and Calvert (2001)	
PS2212		2485	15.76667	82.06667	6.100	Arctic	Schubert and Calvert (2001)	
PS2214		552	6.62667	80.26833	5.300	Arctic	Schubert and Calvert (2001)	
PS2215		2019	5.26000	79.70667	5.400	Arctic	Schubert and Calvert (2001)	
PS2824		213	34.64300	77.56983	6.500	Arctic	Schubert and Calvert (2001)	
PS2827		335	30.47050	79.43733	6.100	Arctic	Schubert and Calvert (2001)	
PS2831		934	16.97267	81.09400	5.100	Arctic	Schubert and Calvert (2001)	
PS2832		2065	16.21833	81.11167	6.300	Arctic	Schubert and Calvert (2001)	
PS2834		1001	9.82333	80.91500	5.400	Arctic	Schubert and Calvert (2001)	
PS2835		847	7.06667	81.10167	5.800	Arctic	Schubert and Calvert (2001)	
PS2837		1028	2.41783	81.23317	5.200	Arctic	Schubert and Calvert (2001)	
PS2839		2926	359.02833	81.40333	5.800	Arctic	Schubert and Calvert (2001)	
PS2840		3524	354.69167	81.42167	5.700	Arctic	Schubert and Calvert (2001)	
PS2847		4130	355.46167	81.87167	6.200	Arctic	Schubert and Calvert (2001)	
PS2849		3238	1.46500	82.65333	6.800	Arctic	Schubert and Calvert (2001)	
PS2851		2927	3.61500	82.37500	5.700	Arctic	Schubert and Calvert (2001)	
PS2853		2008	3.70833	82.31833	5.500	Arctic	Schubert and Calvert (2001)	
PS2855		1455	5.28833	82.04567	5.200	Arctic	Schubert and Calvert (2001)	
PS2856		961	5.74333	81.98733	5.800	Arctic	Schubert and Calvert (2001)	
PS2857		855	7.91383	81.90183	5.700	Arctic	Schubert and Calvert (2001)	
PS2860		2032	11.85233	81.58133	5.700	Arctic	Schubert and Calvert (2001)	
PS2862		1042	11.78900	80.57833	5.600	Arctic	Schubert and Calvert (2001)	
PS2865		822	10.48883	80.49517	4.600	Arctic	Schubert and Calvert (2001)	
ALD-HEI	10	5.4	8.57530	54.00340	11.497	North Sea	Serna et al. (2010)	
ALD-HEI	11	6.7	8.64200	54.02860	9.142	North Sea	Serna et al. (2010)	
ALD-HEI	12	9	8.71000	54.04930	7.478	North Sea	Serna et al. (2010)	
ALD-HEI	13	6.4	8.77070	54.01410	8.689	North Sea	Serna et al. (2010)	
ALD-HEI	14	7.4	8.69230	53.99000	9.969	North Sea	Serna et al. (2010)	
ALD-HEI	01	7.2	9.28330	53.85680	8.191	North Sea	Serna et al. (2010)	
ALD-HEI	02	7	9.01410	53.87160	8.554	North Sea	Serna et al. (2010)	
ALD-HEI	03	7.7	8.77030	53.89080	8.180	North Sea	Serna et al. (2010)	
ALD-HEI	04	7	8.75100	53.92380	8.078	North Sea	Serna et al. (2010)	
ALD-HEI	05	7.1	8.73260	53.95020	9.570	North Sea	Serna et al. (2010)	
ALD-HEI	07	0	8.68330	53.97670	9.244	North Sea	Serna et al. (2010)	
ALD-HEI	08	8	8.29840	53.95970	10.048	North Sea	Serna et al. (2010)	
ALD-HEI	09	7	8.43780	53.88480	11.848	North Sea	Serna et al. (2010)	
Benthos2000	415	44.8	4.33617	55.37367	6.840	North Sea	Serna et al. (2010)	
Benthos2000	416	45.3	4.35000	55.36850	6.930	North Sea	Serna et al. (2010)	
Benthos2000	417	45.9	4.41333	55.30867	6.810	North Sea	Serna et al. (2010)	
Benthos2000	418	48.3	4.50000	55.25183	6.780	North Sea	Serna et al. (2010)	
Benthos2000	419	49	4.00333	55.00383	6.610	North Sea	Serna et al. (2010)	
Benthos2000	421	45	4.74333	55.16267	6.850	North Sea	Serna et al. (2010)	
Benthos2000	422	48	4.74933	55.23167	6.950	North Sea	Serna et al. (2010)	
Benthos2000	423	46	4.75167	55.37483	6.510	North Sea	Serna et al. (2010)	
Benthos2000	424	45	5.00050	55.16750	6.990	North Sea	Serna et al. (2010)	
Benthos2000	427	42	5.32983	55.08167	7.300	North Sea	Serna et al. (2010)	
Benthos2000	430	40.8	5.00033	55.00200	7.310	North Sea	Serna et al. (2010)	
Benthos2000	431	39.7	4.99967	55.09667	8.130	North Sea	Serna et al. (2010)	
Benthos2000	432	45.3	4.75500	54.75267	7.080	North Sea	Serna et al. (2010)	
Benthos2000	433	45	4.99550	54.75067	7.840	North Sea	Serna et al. (2010)	
Benthos2000	434	44.2	5.24667	54.75083	7.812	North Sea	Serna et al. (2010)	
Benthos2000	436	43	5.62500	54.81783	7.610	North Sea	Serna et al. (2010)	
Benthos2000	437	43	6.00300	54.75000	7.100	North Sea	Serna et al. (2010)	
Benthos2000	438	43	6.50417	54.75200	7.250	North Sea	Serna et al. (2010)	
Benthos2000	445	39.3	6.83333	54.70167	8.200	North Sea	Serna et al. (2010)	
Benthos2000	446	40.9	6.89667	54.67733	7.900	North Sea	Serna et al. (2010)	
Benthos2000	447	41	6.99667	54.66683	8.550	North Sea	Serna et al. (2010)	
Benthos2000	451	28.1	7.61617	54.37467	8.990	North Sea	Serna et al. (2010)	
Benthos2000	455	28	6.50167	54.49933	7.930	North Sea	Serna et al. (2010)	
Benthos2000	457	42.2	5.93933	54.65317	7.410	North Sea	Serna et al. (2010)	
Benthos2000	458	42.5	5.80717	54.48783	7.100	North Sea	Serna et al. (2010)	
Benthos2000	459	41.2	5.67933	54.40817	11.900	North Sea	Serna et al. (2010)	
Benthos2000	460	41.1	5.65550	54.33850	7.690	North Sea	Serna et al. (2010)	
Benthos2000	461	39.8	5.60300	54.27583	7.270	North Sea	Serna et al. (2010)	
Benthos2000	462	42.8	5.65817	54.48133	7.505	North Sea	Serna et al. (2010)	
Benthos2000	463	42	5.50167	54.49983	7.040	North Sea	Serna et al. (2010)	
Benthos2000	468	36.2	6.50317	54.26917	7.630	North Sea	Serna et al. (2010)	
Benthos2000	473	37.1	7.81400	54.01667	8.700	North Sea	Serna et al. (2010)	
Benthos2000	476	29.2	7.24517	54.00067	8.810	North Sea	Serna et al. (2010)	
Benthos2000	478	30.3	6.74967	53.99983	8.270	North Sea	Serna et al. (2010)	
Benthos2000	483	29	6.00000	53.99950	8.510	North Sea	Serna et al. (2010)	
Benthos2000	488	31.1	6.09000	53.86883	8.420	North Sea	Serna et al. (2010)	
Benthos2000	489	30	6.20183	53.82583	9.090	North Sea	Serna et al. (2010)	
Benthos2000	491	30	6.74833	53.71933	7.580	North Sea	Serna et al. (2010)	
Benthos2000	498	24	8.08300	54.05000	8.800	North Sea	Serna et al. (2010)	
Benthos2000	498	30	8.08300	54.05000	8.810	North Sea	Serna et al. (2010)	
Benthos2000	536	52.9	5.49900	55.49967	6.370	North Sea	Serna et al. (2010)	
Benthos2000	542	53	5.83300	55.41700	7.200	North Sea	Serna et al. (2010)	
Benthos2000	542	30	5.83300	55.41700	7.170	North Sea	Serna et al. (2010)	
Benthos2000	552	43.6	5.99633	55.08333	6.700	North Sea	Serna et al. (2010)	
Benthos2000	555	46.6	6.49667	54.99833	7.310	North Sea	Serna et al. (2010)	
Benthos2000	561	39.1	6.08433	54.91717	8.300	North Sea	Serna et al. (2010)	
Benthos2000	564	30	6.79700	54.58300	8.250	North Sea	Serna et al. (2010)	
Benthos2000	567	38.9	7.49883	54.16867	8.490	North Sea	Serna et al. (2010)	
Benthos2000	573	30	8.00133	54.05283	8.800	North Sea	Serna et al. (2010)	
BSH	N46_00787	44	6.70000	54.21667	8.520	North Sea	Serna et al. (2010)	
BSH	N46_00788	44	6.73417	54.21667	8.101	North Sea	Serna et al. (2010)	
BSH	N46_00816	44	6.83889	54.00278	8.307	North Sea	Serna et al. (2010)	
BSH	N46_00818	44	6.86833	54.05556	8.784	North Sea	Serna et al. (2010)	
BSH	N46_00820	44	6.88889	54.10833	8.324	North Sea	Serna et al. (2010)	
BSH	N46_02031	42	6.55000	54.59167	7.427	North Sea	Serna et al. (2010)	
BSH	N46_02032	39	6.73333	54.59861	7.794	North Sea	Serna et al. (2010)	
BSH	N46_02033	40	6.96667	54.60278	7.848	North Sea	Serna et al. (2010)	
BSH	N46_02035	3.9	6.83333	54.79722	7.081	North Sea	Serna et al. (2010)	
BSH	N46_02037	43	6.45000	54.80000	7.543	North Sea	Serna et al. (2010)	
BSH	N46_02042	39	6.00000	54.98333	7.365	North Sea	Serna et al. (2010)	
BSH	N47_00908	44	7.14500	54.28250	8.750	North Sea	Serna et al. (2010)	
BSH	N47_00910	44	7.17933	54.25500	8.953	North Sea	Serna et al. (2010)	
BSH	N47_00912	44	7.21217	54.22800	8.740	North Sea	Serna et al. (2010)	
BSH	N47_00918	44	7.31217	54.14750	9.166	North Sea	Serna et al. (2010)	
BSH	N48_04097	44	8.86500	54.05833	7.526	North Sea	Serna et al. (2010)	
